region,oktmo,year,Стоимость фиксированного набора потребительских товаров и услуг,Индекс бюджетных расходов
Севастополь,67000000,2020,16829.1,0.808
Севастополь,67000000,2021,18201.45,0.805
Севастополь,67000000,2022,20126.22,0.801
Севастополь,67000000,2023,21257.61,0.801
Севастополь,67000000,2024,22939.85,0.801
Севастополь,67000000,2025,24556.31,0.801
Северо-Западный федеральный округ,0,2000,,
Северо-Западный федеральный округ,0,2001,,
Северо-Западный федеральный округ,0,2002,3381.27,
Северо-Западный федеральный округ,0,2003,3753.25,
Северо-Западный федеральный округ,0,2004,4306.29,
Северо-Западный федеральный округ,0,2005,4915.07,
Северо-Западный федеральный округ,0,2006,5476.61,
Северо-Западный федеральный округ,0,2007,6427.53,
Северо-Западный федеральный округ,0,2008,7455.94,
Северо-Западный федеральный округ,0,2009,8176.17,
Северо-Западный федеральный округ,0,2010,9227.03,
Северо-Западный федеральный округ,0,2011,9525.56,
Северо-Западный федеральный округ,0,2012,10220.25,
Северо-Западный федеральный округ,0,2013,11046.55,
Северо-Западный федеральный округ,0,2014,12537.87,
Северо-Западный федеральный округ,0,2015,14105.98,
Северо-Западный федеральный округ,0,2016,15083.98,
Северо-Западный федеральный округ,0,2017,15771.38,
Северо-Западный федеральный округ,0,2018,16441.34,
Северо-Западный федеральный округ,0,2019,16848.18,
Северо-Западный федеральный округ,0,2020,17831.71,
Северо-Западный федеральный округ,0,2021,19267.18,
Северо-Западный федеральный округ,0,2022,21416.48,
Северо-Западный федеральный округ,0,2023,22801.9,
Северо-Западный федеральный округ,0,2024,25244.39,
Северо-Западный федеральный округ,0,2025,27576.7,
Северо-Кавказский федеральный округ,0,2000,,
Северо-Кавказский федеральный округ,0,2001,,
Северо-Кавказский федеральный округ,0,2002,,
Северо-Кавказский федеральный округ,0,2003,,
Северо-Кавказский федеральный округ,0,2004,,
Северо-Кавказский федеральный округ,0,2005,,
Северо-Кавказский федеральный округ,0,2006,,
Северо-Кавказский федеральный округ,0,2007,,
Северо-Кавказский федеральный округ,0,2008,,
Северо-Кавказский федеральный округ,0,2009,6893.86,
Северо-Кавказский федеральный округ,0,2010,7919.83,
Северо-Кавказский федеральный округ,0,2011,8220.78,
Северо-Кавказский федеральный округ,0,2012,8987.45,
Северо-Кавказский федеральный округ,0,2013,9572.09,
Северо-Кавказский федеральный округ,0,2014,11073.81,
Северо-Кавказский федеральный округ,0,2015,12359.13,
Северо-Кавказский федеральный округ,0,2016,13324.04,
Северо-Кавказский федеральный округ,0,2017,13831.95,
Северо-Кавказский федеральный округ,0,2018,14603.34,
Северо-Кавказский федеральный округ,0,2019,15160.8,
Северо-Кавказский федеральный округ,0,2020,15872.75,
Северо-Кавказский федеральный округ,0,2021,17137.58,
Северо-Кавказский федеральный округ,0,2022,18730.91,
Северо-Кавказский федеральный округ,0,2023,19874.03,
Северо-Кавказский федеральный округ,0,2024,21977.17,
Северо-Кавказский федеральный округ,0,2025,23281.91,
Сибирский федеральный округ,0,2000,,
Сибирский федеральный округ,0,2001,,
Сибирский федеральный округ,0,2002,3090.01,
Сибирский федеральный округ,0,2003,3505.39,
Сибирский федеральный округ,0,2004,3983.05,
Сибирский федеральный округ,0,2005,4525.41,
Сибирский федеральный округ,0,2006,5022.3,
Сибирский федеральный округ,0,2007,5791.95,
Сибирский федеральный округ,0,2008,6563.01,
Сибирский федеральный округ,0,2009,7212.72,
Сибирский федеральный округ,0,2010,8072.24,
Сибирский федеральный округ,0,2011,8446.94,
Сибирский федеральный округ,0,2012,9185.51,
Сибирский федеральный округ,0,2013,10023.42,
