region,oktmo,year,Стоимость фиксированного набора потребительских товаров и услуг,Индекс бюджетных расходов
Кировская область,33000000,2000,,
Кировская область,33000000,2001,,
Кировская область,33000000,2002,2882.9,
Кировская область,33000000,2003,3284.6,
Кировская область,33000000,2004,3712.04,
Кировская область,33000000,2005,4330.42,0.9304
Кировская область,33000000,2006,4801.3,0.9085
Кировская область,33000000,2007,5486.82,0.9266
Кировская область,33000000,2008,6232.38,0.9336
Кировская область,33000000,2009,6911.53,0.922
Кировская область,33000000,2010,8032.83,0.931
Кировская область,33000000,2011,8559.54,0.925
Кировская область,33000000,2012,9249.66,0.94
Кировская область,33000000,2013,10096.7,0.932
Кировская область,33000000,2014,11177.21,0.932
Кировская область,33000000,2015,12505.3,0.943
Кировская область,33000000,2016,13144.88,0.947
Кировская область,33000000,2017,13551,0.955
Кировская область,33000000,2018,14357.76,0.954
Кировская область,33000000,2019,14419.05,0.96
Кировская область,33000000,2020,15334.94,0.957
Кировская область,33000000,2021,16782.48,0.957
Кировская область,33000000,2022,18410.48,0.959
Кировская область,33000000,2023,19312.2,0.959
Кировская область,33000000,2024,21474.82,0.959
Кировская область,33000000,2025,23121.67,0.928
Коми-Пермяцкий автономный округ,57800000,2000,,
Коми-Пермяцкий автономный округ,57800000,2001,,
Коми-Пермяцкий автономный округ,57800000,2002,2546.51,
Коми-Пермяцкий автономный округ,57800000,2003,2943.52,
Коми-Пермяцкий автономный округ,57800000,2004,3362.57,
Коми-Пермяцкий автономный округ,57800000,2005,3737.44,
Коми-Пермяцкий автономный округ,57800000,2006,,
Коми-Пермяцкий автономный округ,57800000,2007,,
Коми-Пермяцкий автономный округ,57800000,2008,,
Коми-Пермяцкий автономный округ,57800000,2009,,
